"","master_key","cntyvtd","county"
"794","n610099","610099","Cameron"
"795","n1134008","1134008","Dallas"
"796","n1133317","1133317","Dallas"
"797","n4850205","4850205","Wichita"
"798","n317004A","317004A","Martin"
"799","n3550055","3550055","Nueces"
"800","n4391504","4391504","Tarrant"
"801","n4392055","4392055","Tarrant"
"802","n4490020","4490020","Titus"
"803","n4710203","4710203","Walker"
"804","n1410190","1410190","El Paso"
"805","n1670483","1670483","Galveston"
"806","n2010368","2010368","Harris"
"807","n2010540","2010540","Harris"
"808","n2270103","2270103","Howard"
"809","n2450060","2450060","Jefferson"
"810","n292116","292116","Bexar"
"811","n610076","610076","Cameron"
"812","n1134031","1134031","Dallas"
"813","n1131407","1131407","Dallas"
"814","n1131047","1131047","Dallas"
"815","n1133207","1133207","Dallas"
"816","n4391436","4391436","Tarrant"
"817","n4394399","4394399","Tarrant"
"818","n4392220","4392220","Tarrant"
"819","n4450301","4450301","Terry"
"820","n4730210","4730210","Waller"
"821","n1350308","1350308","Ector"
"822","n2010517","2010517","Harris"
"823","n2011057","2011057","Harris"
"824","n2030015","2030015","Harrison"
"825","n229004S","229004S","Hudspeth"
"826","n3750424","3750424","Potter"
"827","n190102","190102","Bandera"
"828","n294073","294073","Bexar"
"829","n291135","291135","Bexar"
"830","n293031","293031","Bexar"
"831","n390020","390020","Brazoria"
"832","n550206","550206","Caldwell"
"833","n4790414","4790414","Webb"
"834","n4910484","4910484","Williamson"
"835","n2090228","2090228","Hays"
"836","n2150158","2150158","Hidalgo"
"837","n2310321","2310321","Hunt"
"838","n2550002","2550002","Karnes"
"839","n4530212","4530212","Travis"
"840","n4570018","4570018","Tyler"
"841","n850002","850002","Collin"
"842","n870202","870202","Collingsworth"
"843","n2010497","2010497","Harris"
"844","n2010248","2010248","Harris"
"845","n2010994","2010994","Harris"
"846","n2010745","2010745","Harris"
"847","n293137","293137","Bexar"
"848","n293172","293172","Bexar"
"849","n410048","410048","Brazos"
"850","n410085","410085","Brazos"
"851","n1132523","1132523","Dallas"
"852","n1134673","1134673","Dallas"
"853","n4910146","4910146","Williamson"
"854","n3110004","3110004","Mcmullen"
"855","n3550111","3550111","Nueces"
"856","n4230053","4230053","Smith"
"857","n4393166","4393166","Tarrant"
"858","n4530355","4530355","Travis"
"859","n4910245","4910245","Williamson"
"860","n1410133","1410133","El Paso"
"861","n1710005","1710005","Gillespie"
"862","n2010888","2010888","Harris"
"863","n2010851","2010851","Harris"
"864","n2150052","2150052","Hidalgo"
"865","n2150015","2150015","Hidalgo"
"866","n10008","10008","Anderson"
"867","n10903-5","10903-5","Culberson"
"868","n1132053","1132053","Dallas"
"869","n1214166","1214166","Denton"
"870","n1212081","1212081","Denton"
"871","n1370004","1370004","Edwards"
"872","n3750121","3750121","Potter"
"873","n397004F","397004F","Rockwall"
"874","n4090124","4090124","San Patricio"
"875","n4394006","4394006","Tarrant"
"876","n4490014","4490014","Titus"
"877","n1410027","1410027","El Paso"
"878","n1870203","1870203","Guadalupe"
"879","n2010119","2010119","Harris"
"880","n2730042","2730042","Kleberg"
"881","n3030109","3030109","Lubbock"
"882","n3650026","3650026","Panola"
"883","n294179","294179","Bexar"
"884","n294216","294216","Bexar"
"885","n1131099","1131099","Dallas"
"886","n1133609","1133609","Dallas"
"887","n1133965","1133965","Dallas"
"888","n1573020","1573020","Fort Bend"
"889","n3390043D","3390043D","Montgomery"
"890","n4391605","4391605","Tarrant"
"891","n4391738","4391738","Tarrant"
"892","n4410102","4410102","Taylor"
"893","n1573126","1573126","Fort Bend"
"894","n2011100","2011100","Harris"
"895","n2010056","2010056","Harris"
"896","n2011137","2011137","Harris"
"897","n2850102","2850102","Lavaca"
"898","n3390079","3390079","Montgomery"
"899","n50024","50024","Angelina"
"900","n291050","291050","Bexar"
"901","n850088","850088","Collin"
"902","n970017","970017","Cooke"
"903","n1133027","1133027","Dallas"
"904","n1132004","1132004","Dallas"
"905","n3030029","3030029","Lubbock"
"906","n325002B","325002B","Medina"
"907","n4394128","4394128","Tarrant"
"908","n4392612","4392612","Tarrant"
"909","n4530101","4530101","Travis"
"910","n4530421","4530421","Travis"
"911","n1670333","1670333","Galveston"
"912","n1870407","1870407","Guadalupe"
"913","n2010411","2010411","Harris"
"914","n2010162","2010162","Harris"
"915","n2450017","2450017","Jefferson"
"916","n2650202","2650202","Kerr"
"917","n211006","211006","Bastrop"
"918","n270113","270113","Bell"
"919","n270106","270106","Bell"
"920","n293088","293088","Bexar"
"921","n850188","850188","Collin"
"922","n850194","850194","Collin"
"923","n4393529","4393529","Tarrant"
"924","n4530304","4530304","Travis"
"925","n4530293","4530293","Travis"
"926","n2490008","2490008","Jim Wells"
"927","n2490014","2490014","Jim Wells"
"928","n3090059","3090059","Mclennan"
"929","n3090053B","3090053B","Mclennan"
"930","n4393336","4393336","Tarrant"
"931","n4393330","4393330","Tarrant"
"932","n1132315","1132315","Dallas"
"933","n1132308","1132308","Dallas"
"934","n1790002","1790002","Gray"
"935","n1810101","1810101","Grayson"
"936","n2010311","2010311","Harris"
"937","n2010305","2010305","Harris"
"938","n291093","291093","Bexar"
"939","n292179","292179","Bexar"
"940","n610013","610013","Cameron"
"941","n850045","850045","Collin"
"942","n11340A2","11340A2","Dallas"
"943","n1133070","1133070","Dallas"
"944","n3290306","3290306","Midland"
"945","n3510003","3510003","Newton"
"946","n4391206","4391206","Tarrant"
"947","n4392438","4392438","Tarrant"
"948","n4530480","4530480","Travis"
"949","n4790238","4790238","Webb"
"950","n1490204","1490204","Fayette"
"951","n1670137","1670137","Galveston"
"952","n2010702","2010702","Harris"
"953","n2010454","2010454","Harris"
"954","n2150201","2150201","Hidalgo"
"955","n2390008","2390008","Jackson"
"956","n294173","294173","Bexar"
"957","n292031","292031","Bexar"
"958","n650402","650402","Carson"
"959","n1133603","1133603","Dallas"
"960","n1131093","1131093","Dallas"
"961","n1214222","1214222","Denton"
"962","n3390084","3390084","Montgomery"
"963","n3910001","3910001","Refugio"
"964","n4391753","4391753","Tarrant"
"965","n4410108","4410108","Taylor"
"966","n4690028","4690028","Victoria"
"967","n2010554","2010554","Harris"
"968","n2011094","2011094","Harris"
"969","n2010603","2010603","Harris"
"970","n2210408","2210408","Hood"
"971","n2270016","2270016","Howard"
"972","n2910006","2910006","Liberty"
"973","n1310006","1310006","Duval"
"974","n1573135","1573135","Fort Bend"
"975","n1572152","1572152","Fort Bend"
"976","n2010062","2010062","Harris"
"977","n2011143","2011143","Harris"
"978","n2010014","2010014","Harris"
"979","n294162","294162","Bexar"
"980","n291059","291059","Bexar"
"981","n293037","293037","Bexar"
"982","n430005","430005","Brewster"
"983","n850008","850008","Collin"
"984","n1450101","1450101","Falls"
"985","n4690011","4690011","Victoria"
"986","n4910308","4910308","Williamson"
"987","n2250006","2250006","Houston"
"988","n3810230","3810230","Randall"
"989","n4270006","4270006","Starr"
"990","n4394155","4394155","Tarrant"
"991","n4392314","4392314","Tarrant"
"992","n4530221","4530221","Travis"
"993","n1670364","1670364","Galveston"
"994","n2010006","2010006","Harris"
"995","n2010337","2010337","Harris"
"996","n2011000","2011000","Harris"
"997","n2010669","2010669","Harris"
"998","n2132PSN","2132PSN","Henderson"
"999","n294139","294139","Bexar"
"1000","n291036","291036","Bexar"
"1001","n293014","293014","Bexar"
"1002","n2011023","2011023","Harris"
"1003","n2010029","2010029","Harris"
"1004","n2010360","2010360","Harris"
"1005","n467002A","467002A","Van Zandt"
"1006","n3550001","3550001","Nueces"
"1007","n3770006","3770006","Presidio"
"1008","n4230059","4230059","Smith"
"1009","n4394097","4394097","Tarrant"
"1010","n4392246","4392246","Tarrant"
"1011","n4530185","4530185","Travis"
"1012","n2010691","2010691","Harris"
"1013","n2150021","2150021","Hidalgo"
"1014","n2270026","2270026","Howard"
"1015","n2570016","2570016","Kaufman"
"1016","n3030058","3030058","Lubbock"
"1017","n323004A","323004A","Maverick"
"1018","n291013","291013","Bexar"
"1019","n850223","850223","Collin"
"1020","n1134608","1134608","Dallas"
"1021","n1133079","1133079","Dallas"
"1022","n1131726","1131726","Dallas"
"1023","n1270001","1270001","Dimmit"
"1024","n1410199","1410199","El Paso"
"1025","n1670150","1670150","Galveston"
"1026","n1930004","1930004","Hamilton"
"1027","n4730102","4730102","Waller"
"1028","n4910402","4910402","Williamson"
"1029","n1134631","1134631","Dallas"
"1030","n1330003","1330003","Eastland"
"1031","n1410220","1410220","El Paso"
"1032","n1670218","1670218","Galveston"
"1033","n1990002","1990002","Hardin"
"1034","n2010646","2010646","Harris"
"1035","n2010977","2010977","Harris"
"1036","n2010314","2010314","Harris"
"1037","n4394245A","4394245A","Tarrant"
"1038","n4530250","4530250","Travis"
"1039","n4690034","4690034","Victoria"
"1040","n4910346","4910346","Williamson"
"1041","n190305","190305","Bandera"
"1042","n292065B","292065B","Bexar"
"1043","n293198","293198","Bexar"
"1044","n390029","390029","Brazoria"
"1045","n850177","850177","Collin"
"1046","n1133033","1133033","Dallas"
"1047","n4530427","4530427","Travis"
"1048","n4530435","4530435","Travis"
"1049","n5070004","5070004","Zavala"
"1050","n2150167","2150167","Hidalgo"
"1051","n2790012","2790012","Lamb"
"1052","n3390071","3390071","Montgomery"
"1053","n3470043","3470043","Nacogdoches"
"1054","n4070001","4070001","San Jacinto"
"1055","n4393286","4393286","Tarrant"
"1056","n1132513","1132513","Dallas"
"1057","n1213133","1213133","Denton"
"1058","n1573096","1573096","Fort Bend"
"1059","n2010168","2010168","Harris"
"1060","n2010174","2010174","Harris"
"1061","n2010837","2010837","Harris"
"1062","n213018","213018","Bastrop"
"1063","n294016","294016","Bexar"
"1064","n390052","390052","Brazoria"
"1065","n610079","610079","Cameron"
"1066","n850200","850200","Collin"
"1067","n850077","850077","Collin"
"1068","n2010151","2010151","Harris"
"1069","n2010814","2010814","Harris"
"1070","n2150144","2150144","Hidalgo"
"1071","n4090113","4090113","San Patricio"
"1072","n4393367","4393367","Tarrant"
"1073","n4530460","4530460","Travis"
"1074","n1133056","1133056","Dallas"
"1075","n1132404","1132404","Dallas"
"1076","n1212110","1212110","Denton"
"1077","n1219203","1219203","Denton"
"1078","n1573046","1573046","Fort Bend"
"1079","n1573029","1573029","Fort Bend"
"1080","n250017","250017","Bee"
"1081","n294039","294039","Bexar"
"1082","n294208","294208","Bexar"
"1083","n292020","292020","Bexar"
"1084","n37004C","37004C","Bowie"
"1085","n631001","631001","Camp"
"1086","n2591030","2591030","Kendall"
"1087","n2890005","2890005","Leon"
"1088","n3390029","3390029","Montgomery"
"1089","n3510010","3510010","Newton"
"1090","n4230036","4230036","Smith"
"1091","n4394044","4394044","Tarrant"
"1092","n850054","850054","Collin"
"1093","n1131720","1131720","Dallas"
"1094","n1132223","1132223","Dallas"
"1095","n1212087","1212087","Denton"
"1096","n2010714","2010714","Harris"
"1097","n2150044","2150044","Hidalgo"
"1098","n294185","294185","Bexar"
"1099","n294062","294062","Bexar"
"1100","n292043","292043","Bexar"
"1101","n291082","291082","Bexar"
"1102","n390006","390006","Brazoria"
"1103","n670016","670016","Cass"
"1104","n4393177","4393177","Tarrant"
"1105","n2630201","2630201","Kent"
"1106","n2850311","2850311","Lavaca"
"1107","n3390049","3390049","Montgomery"
"1108","n3490304","3490304","Navarro"
"1109","n4010405","4010405","Rusk"
"1110","n4230013","4230013","Smith"
"1111","n850154","850154","Collin"
"1112","n850031","850031","Collin"
"1113","n1132140","1132140","Dallas"
"1114","n1134625","1134625","Dallas"
"1115","n1131743","1131743","Dallas"
"1116","n2150190","2150190","Hidalgo"
"1117","n450003","450003","Briscoe"
"1118","n710009","710009","Chambers"
"1119","n850014","850014","Collin"
"1120","n890304","890304","Colorado"
"1121","n1134656","1134656","Dallas"
"1122","n1133921","1133921","Dallas"
"1123","n325004C","325004C","Medina"
"1124","n3550100","3550100","Nueces"
"1125","n3950013","3950013","Robertson"
"1126","n4250004","4250004","Somervell"
"1127","n1211047","1211047","Denton"
"1128","n1350203","1350203","Ector"
"1129","n2090330","2090330","Hays"
"1130","n2250012","2250012","Houston"
"1131","n2550014","2550014","Karnes"
"1132","n2930205","2930205","Limestone"
"1133","n90003","90003","Archer"
"1134","n293020","293020","Bexar"
"1135","n294145","294145","Bexar"
"1136","n291156","291156","Bexar"
"1137","n950205","950205","Concho"
"1138","n1132099","1132099","Dallas"
"1139","n4530194","4530194","Travis"
"1140","n467003C","467003C","Van Zandt"
"1141","n2450086","2450086","Jefferson"
"1142","n3030066","3030066","Lubbock"
"1143","n3390014","3390014","Montgomery"
"1144","n3530004","3530004","Nolan"
"1145","n4391151","4391151","Tarrant"
"1146","n4392726","4392726","Tarrant"
"1147","n1132042","1132042","Dallas"
"1148","n11332T1","11332T1","Dallas"
"1149","n1470006","1470006","Fannin"
"1150","n1670428","1670428","Galveston"
"1151","n2010569","2010569","Harris"
"1152","n2150230","2150230","Hidalgo"
"1153","n1573127A","1573127A","Fort Bend"
"1154","n2010812","2010812","Harris"
"1155","n50025","50025","Angelina"
"1156","n1211039","1211039","Denton"
"1157","n390067","390067","Brazoria"
"1158","n850232","850232","Collin"
"1159","n3390009","3390009","Montgomery"
"1160","n1132008","1132008","Dallas"
"1161","n2150222","2150222","Hidalgo"
"1162","n370030","370030","Bowie"
"1163","n4530403","4530403","Travis"
"1164","n3990001","3990001","Runnels"
"1165","n1211065","1211065","Denton"
"1166","n2450041","2450041","Jefferson"
"1167","n3610022","3610022","Orange"
"1168","n1410134","1410134","El Paso"
"1169","n2011144","2011144","Harris"
"1170","n1133031","1133031","Dallas"
"1171","n2750201","2750201","Knox"
"1172","n1133074","1133074","Dallas"
"1173","n2010209","2010209","Harris"
"1174","n670009","670009","Cass"
"1175","n4690029","4690029","Victoria"
"1176","n2011101","2011101","Harris"
"1177","n3550118","3550118","Nueces"
"1178","n292181B","292181B","Bexar"
"1179","n2010252","2010252","Harris"
"1180","n293035","293035","Bexar"
"1181","n4730417","4730417","Waller"
"1182","n1410091","1410091","El Paso"
"1183","n1133112","1133112","Dallas"
"1184","n790306","790306","Cochran"
"1185","n4610001","4610001","Upton"
"1186","n4392618","4392618","Tarrant"
"1187","n2010166","2010166","Harris"
"1188","n2650303","2650303","Kerr"
"1189","n4391083","4391083","Tarrant"
"1190","n1214184","1214184","Denton"
"1191","n467001D","467001D","Van Zandt"
"1192","n4392450","4392450","Tarrant"
"1193","n2030022","2030022","Harrison"
"1194","n730023","730023","Cherokee"
"1195","n610060","610060","Cameron"
"1196","n2450018","2450018","Jefferson"
"1197","n2010123","2010123","Harris"
"1198","n4530236","4530236","Travis"
"1199","n2450061","2450061","Jefferson"
"1200","n1410031","1410031","El Paso"
"1201","n292080","292080","Bexar"
"1202","n1910402","1910402","Hall"
"1203","n3430303","3430303","Morris"
"1204","n4650013","4650013","Val Verde"
"1205","n2010063","2010063","Harris"
"1206","n2010892","2010892","Harris"
"1207","n1132005","1132005","Dallas"
"1208","n2010001","2010001","Harris"
"1209","n291051","291051","Bexar"
"1210","n2010998","2010998","Harris"
"1211","n1132316","1132316","Dallas"
"1212","n1219101","1219101","Denton"
"1213","n1132116","1132116","Dallas"
"1214","n4530353","4530353","Travis"
"1215","n1132607","1132607","Dallas"
"1216","n1131715","1131715","Dallas"
"1217","n510215","510215","Burleson"
"1218","n2010806","2010806","Harris"
"1219","n410046","410046","Brazos"
"1220","n4391607","4391607","Tarrant"
"1221","n4530425","4530425","Travis"
"1222","n2010935","2010935","Harris"
"1223","n291114","291114","Bexar"
"1224","n610017","610017","Cameron"
"1225","n1132094","1132094","Dallas"
"1226","n1350312","1350312","Ector"
"1227","n1870204","1870204","Guadalupe"
"1228","n2010869","2010869","Harris"
"1229","n1890206","1890206","Hale"
"1230","n1350109","1350109","Ector"
"1231","n4392304","4392304","Tarrant"
"1232","n2410021","2410021","Jasper"
"1233","n3550076","3550076","Nueces"
"1234","n3510007","3510007","Newton"
"1235","n292018","292018","Bexar"
"1236","n2570034","2570034","Kaufman"
"1237","n2310322","2310322","Hunt"
"1238","n3650003","3650003","Panola"
"1239","n530017","530017","Burnet"
"1240","n4530481","4530481","Travis"
"1241","n4391380","4391380","Tarrant"
"1242","n4393040","4393040","Tarrant"
"1243","n2490015","2490015","Jim Wells"
