"","master_key","cntyvtd","county"
"1943","n4394116","4394116","Tarrant"
"1944","n1810108","1810108","Grayson"
"1945","n1870303","1870303","Guadalupe"
"1946","n2010447","2010447","Harris"
"1947","n2010275","2010275","Harris"
"1948","n2010938","2010938","Harris"
"1949","n2010441","2010441","Harris"
"1950","n50038","50038","Angelina"
"1951","n293124","293124","Bexar"
"1952","n390033","390033","Brazoria"
"1953","n850181","850181","Collin"
"1954","n990207","990207","Coryell"
"1955","n1133951","1133951","Dallas"
"1956","n3030043","3030043","Lubbock"
"1957","n3550104","3550104","Nueces"
"1958","n3710002","3710002","Pecos"
"1959","n4391715","4391715","Tarrant"
"1960","n4530116","4530116","Travis"
"1961","n4910116B","4910116B","Williamson"
"1962","n1391056","1391056","Ellis"
"1963","n1770011","1770011","Gonzales"
"1964","n1890108","1890108","Hale"
"1965","n2011007","2011007","Harris"
"1966","n2010590","2010590","Harris"
"1967","n2250014","2250014","Houston"
"1968","n50011","50011","Angelina"
"1969","n292166","292166","Bexar"
"1970","n1134086","1134086","Dallas"
"1971","n1131106","1131106","Dallas"
"1972","n1133616","1133616","Dallas"
"1973","n1219302","1219302","Denton"
"1974","n4790402","4790402","Webb"
"1975","n4790164","4790164","Webb"
"1976","n2370001","2370001","Jack"
"1977","n3030014","3030014","Lubbock"
"1978","n4394629","4394629","Tarrant"
"1979","n4391621","4391621","Tarrant"
"1980","n4510351","4510351","Tom Green"
"1981","n4530144","4530144","Travis"
"1982","n1391030","1391030","Ellis"
"1983","n1630004","1630004","Frio"
"1984","n2011107","2011107","Harris"
"1985","n2010567","2010567","Harris"
"1986","n2090203","2090203","Hays"
"1987","n2230016","2230016","Hopkins"
"1988","n130007","130007","Atascosa"
"1989","n291100","291100","Bexar"
"1990","n292181E","292181E","Bexar"
"1991","n1133083","1133083","Dallas"
"1992","n1410120","1410120","El Paso"
"1993","n1572118","1572118","Fort Bend"
"1994","n4550001","4550001","Trinity"
"1995","n3290409","3290409","Midland"
"1996","n4230040","4230040","Smith"
"1997","n4394342","4394342","Tarrant"
"1998","n4391549","4391549","Tarrant"
"1999","n4393049","4393049","Tarrant"
"2000","n4530161","4530161","Travis"
"2001","n1674322","1674322","Galveston"
"2002","n1930012","1930012","Hamilton"
"2003","n2010212","2010212","Harris"
"2004","n2010461","2010461","Harris"
"2005","n2010709","2010709","Harris"
"2006","n3030125","3030125","Lubbock"
"2007","n270203","270203","Bell"
"2008","n530020","530020","Burnet"
"2009","n910208C","910208C","Comal"
"2010","n1132613","1132613","Dallas"
"2011","n1150017","1150017","Dawson"
"2012","n1430012","1430012","Erath"
"2013","n3150009","3150009","Marion"
"2014","n3550124","3550124","Nueces"
"2015","n3670340","3670340","Parker"
"2016","n4391074","4391074","Tarrant"
"2017","n4393554","4393554","Tarrant"
"2018","n4530313","4530313","Travis"
"2019","n1830010","1830010","Gregg"
"2020","n1870116","1870116","Guadalupe"
"2021","n2010318","2010318","Harris"
"2022","n2150145","2150145","Hidalgo"
"2023","n2150194","2150194","Hidalgo"
"2024","n2570023","2570023","Kaufman"
"2025","n294166","294166","Bexar"
"2026","n410035","410035","Brazos"
"2027","n990101","990101","Coryell"
"2028","n1132011","1132011","Dallas"
"2029","n1131086","1131086","Dallas"
"2030","n1132122","1132122","Dallas"
"2031","n4590013","4590013","Upshur"
"2032","n4790465","4790465","Webb"
"2033","n507001A","507001A","Zavala"
"2034","n2650314","2650314","Kerr"
"2035","n2810004","2810004","Lampasas"
"2036","n3090004","3090004","Mclennan"
"2037","n3690202","3690202","Parmer"
"2038","n4392658","4392658","Tarrant"
"2039","n4391420","4391420","Tarrant"
"2040","n1213131","1213131","Denton"
"2041","n1391050","1391050","Ellis"
"2042","n1670386","1670386","Galveston"
"2043","n2010758","2010758","Harris"
"2044","n2011087","2011087","Harris"
"2045","n2150002","2150002","Hidalgo"
"2046","n50017","50017","Angelina"
"2047","n294229","294229","Bexar"
"2048","n292172","292172","Bexar"
"2049","n730032","730032","Cherokee"
"2050","n850038","850038","Collin"
"2051","n1134001","1134001","Dallas"
"2052","n2390001","2390001","Jackson"
"2053","n3390091","3390091","Montgomery"
"2054","n4030004","4030004","Sabine"
"2055","n4410205","4410205","Taylor"
"2056","n4510422","4510422","Tom Green"
"2057","n4790219","4790219","Webb"
"2058","n1391036","1391036","Ellis"
"2059","n2010069","2010069","Harris"
"2060","n2010695","2010695","Harris"
"2061","n2011150","2011150","Harris"
"2062","n2010155","2010155","Harris"
"2063","n2270034","2270034","Howard"
"2064","n294123","294123","Bexar"
"2065","n293081","293081","Bexar"
"2066","n390070","390070","Brazoria"
"2067","n610020","610020","Cameron"
"2068","n1134609","1134609","Dallas"
"2069","n1214173","1214173","Denton"
"2070","n49901-3","49901-3","Wood"
"2071","n3550062","3550062","Nueces"
"2072","n3750222","3750222","Potter"
"2073","n411004A","411004A","San Saba"
"2074","n4391238","4391238","Tarrant"
"2075","n4850301","4850301","Wichita"
"2076","n4970027","4970027","Wise"
"2077","n1410034","1410034","El Paso"
"2078","n149101N","149101N","Fayette"
"2079","n2010795","2010795","Harris"
"2080","n2011044","2011044","Harris"
"2081","n2090449","2090449","Hays"
"2082","n2150208","2150208","Hidalgo"
"2083","n294023","294023","Bexar"
"2084","n291043","291043","Bexar"
"2085","n293185","293185","Bexar"
"2086","n490316","490316","Brown"
"2087","n1133020","1133020","Dallas"
"2088","n1211031","1211031","Denton"
"2089","n4910369","4910369","Williamson"
"2090","n323004B","323004B","Maverick"
"2091","n3610028","3610028","Orange"
"2092","n3650012","3650012","Panola"
"2093","n4310003","4310003","Sterling"
"2094","n4530413","4530413","Travis"
"2095","n4910264","4910264","Williamson"
"2096","n1212074","1212074","Denton"
"2097","n1410183","1410183","El Paso"
"2098","n2010944","2010944","Harris"
"2099","n2010404","2010404","Harris"
"2100","n2010901","2010901","Harris"
"2101","n2150108","2150108","Hidalgo"
"2102","n291142","291142","Bexar"
"2103","n293038","293038","Bexar"
"2104","n610063","610063","Cameron"
"2105","n850095","850095","Collin"
"2106","n1134511","1134511","Dallas"
"2107","n1133115","1133115","Dallas"
"2108","n3370008","3370008","Montague"
"2109","n3550019","3550019","Nueces"
"2110","n4391408","4391408","Tarrant"
"2111","n4392643","4392643","Tarrant"
"2112","n4590007","4590007","Upshur"
"2113","n4790448","4790448","Webb"
"2114","n1571159","1571159","Fort Bend"
"2115","n1670357","1670357","Galveston"
"2116","n2010752","2010752","Harris"
"2117","n2010504","2010504","Harris"
"2118","n2150251","2150251","Hidalgo"
"2119","n2450024","2450024","Jefferson"
"2120","n10001","10001","Anderson"
"2121","n292129","292129","Bexar"
"2122","n370025","370025","Bowie"
"2123","n810004B","810004B","Coke"
"2124","n1134048","1134048","Dallas"
"2125","n1131707","1131707","Dallas"
"2126","n2970004","2970004","Live Oak"
"2127","n3470013","3470013","Nacogdoches"
"2128","n397003D","397003D","Rockwall"
"2129","n4392266","4392266","Tarrant"
"2130","n4490006","4490006","Titus"
"2131","n475001W","475001W","Ward"
"2132","n1350407","1350407","Ector"
"2133","n1574164","1574164","Fort Bend"
"2134","n2010653","2010653","Harris"
"2135","n2010112","2010112","Harris"
"2136","n2050102","2050102","Hartley"
"2137","n2310212","2310212","Hunt"
"2138","n293084","293084","Bexar"
"2139","n294209","294209","Bexar"
"2140","n291106","291106","Bexar"
"2141","n530003","530003","Burnet"
"2142","n850055","850055","Collin"
"2143","n1110007","1110007","Dallam"
"2144","n4730103","4730103","Waller"
"2145","n4910403","4910403","Williamson"
"2146","n2270408","2270408","Howard"
"2147","n2591050","2591050","Kendall"
"2148","n3030119","3030119","Lubbock"
"2149","n3390030","3390030","Montgomery"
"2150","n4394370","4394370","Tarrant"
"2151","n4530282","4530282","Travis"
"2152","n1134018","1134018","Dallas"
"2153","n1132224","1132224","Dallas"
"2154","n2010715","2010715","Harris"
"2155","n2010384","2010384","Harris"
"2156","n2011047","2011047","Harris"
"2157","n2150045","2150045","Hidalgo"
"2158","n310201","310201","Blanco"
"2159","n550108","550108","Caldwell"
"2160","n850078","850078","Collin"
"2161","n1134044","1134044","Dallas"
"2162","n1131058","1131058","Dallas"
"2163","n1132405","1132405","Dallas"
"2164","n2010030","2010030","Harris"
"2165","n2010361","2010361","Harris"
"2166","n2150022","2150022","Hidalgo"
"2167","n2270031","2270031","Howard"
"2168","n2570017","2570017","Kaufman"
"2169","n4910456","4910456","Williamson"
"2170","n1212111","1212111","Denton"
"2171","n1410054","1410054","El Paso"
"2172","n1470015","1470015","Fannin"
"2173","n1670438","1670438","Galveston"
"2174","n2010692","2010692","Harris"
"2175","n2011024","2011024","Harris"
"2176","n190306","190306","Bandera"
"2177","n1134069","1134069","Dallas"
"2178","n1131089","1131089","Dallas"
"2179","n1132514","1132514","Dallas"
"2180","n1134663","1134663","Dallas"
"2181","n1213134","1213134","Denton"
"2182","n4910309","4910309","Williamson"
"2183","n3810301","3810301","Randall"
"2184","n4270007","4270007","Starr"
"2185","n4394159","4394159","Tarrant"
"2186","n4392315","4392315","Tarrant"
"2187","n4530223","4530223","Travis"
"2188","n4690012","4690012","Victoria"
"2189","n2010007","2010007","Harris"
"2190","n2010670","2010670","Harris"
"2191","n2010338","2010338","Harris"
"2192","n2011001","2011001","Harris"
"2193","n2010169","2010169","Harris"
"2194","n3550025","3550025","Nueces"
"2195","n1350301","1350301","Ector"
"2196","n1410077","1410077","El Paso"
"2197","n1450102","1450102","Falls"
"2198","n1573098","1573098","Fort Bend"
"2199","n1670370","1670370","Galveston"
"2200","n1850006","1850006","Grimes"
"2201","n1134093","1134093","Dallas"
"2202","n1134632","1134632","Dallas"
"2203","n11330T4","11330T4","Dallas"
"2204","n1131750","1131750","Dallas"
"2205","n1213157","1213157","Denton"
"2206","n1330004","1330004","Eastland"
"2207","n4392411","4392411","Tarrant"
"2208","n4530251","4530251","Travis"
"2209","n4690035","4690035","Victoria"
"2210","n4910360","4910360","Williamson"
"2211","n2010855","2010855","Harris"
"2212","n2010315","2010315","Harris"
"2213","n2010524","2010524","Harris"
"2214","n2010192","2010192","Harris"
"2215","n4330002","4330002","Stonewall"
"2216","n4394245B","4394245B","Tarrant"
"2217","n1410221","1410221","El Paso"
"2218","n1410100","1410100","El Paso"
"2219","n1573157","1573157","Fort Bend"
"2220","n1670221","1670221","Galveston"
"2221","n1870120","1870120","Guadalupe"
"2222","n1990003","1990003","Hardin"
"2223","n250018","250018","Bee"
"2224","n294040","294040","Bexar"
"2225","n632002","632002","Camp"
"2226","n850224","850224","Collin"
"2227","n1133080","1133080","Dallas"
"2228","n1270002","1270002","Dimmit"
"2229","n2890006","2890006","Leon"
"2230","n3510011","3510011","Newton"
"2231","n4150005","4150005","Scurry"
"2232","n4230037","4230037","Smith"
"2233","n4393470","4393470","Tarrant"
"2234","n4550004","4550004","Trinity"
"2235","n1410123","1410123","El Paso"
"2236","n1670151","1670151","Galveston"
"2237","n1870216","1870216","Guadalupe"
"2238","n2010547","2010547","Harris"
"2239","n2090102","2090102","Hays"
"2240","n2150214","2150214","Hidalgo"
"2241","n213019","213019","Bastrop"
"2242","n294017","294017","Bexar"
"2243","n291037","291037","Bexar"
"2244","n292089","292089","Bexar"
"2245","n390053","390053","Brazoria"
"2246","n850201","850201","Collin"
"2247","n4530461","4530461","Travis"
"2248","n4530467","4530467","Travis"
"2249","n3390094","3390094","Montgomery"
"2250","n3550002","3550002","Nueces"
"2251","n4090114","4090114","San Patricio"
"2252","n4230060","4230060","Smith"
"2253","n4394101","4394101","Tarrant"
"2254","n4393368","4393368","Tarrant"
"2255","n1133057","1133057","Dallas"
"2256","n1870309","1870309","Guadalupe"
"2257","n2010570","2010570","Harris"
"2258","n2090206","2090206","Hays"
"2259","n2450087","2450087","Jefferson"
"2260","n2910021","2910021","Liberty"
"2261","n294163","294163","Bexar"
"2262","n294086","294086","Bexar"
"2263","n291060","291060","Bexar"
"2264","n292066","292066","Bexar"
"2265","n390030","390030","Brazoria"
"2266","n710010","710010","Chambers"
"2267","n3810208","3810208","Randall"
"2268","n4070002","4070002","San Jacinto"
"2269","n4393287","4393287","Tarrant"
"2270","n2150168","2150168","Hidalgo"
"2271","n2490001","2490001","Jim Wells"
"2272","n2650417","2650417","Kerr"
"2273","n2810001","2810001","Lampasas"
"2274","n3270001","3270001","Menard"
"2275","n3390072","3390072","Montgomery"
"2276","n850178","850178","Collin"
"2277","n1132017","1132017","Dallas"
"2278","n1134657","1134657","Dallas"
"2279","n2010838","2010838","Harris"
"2280","n2010175","2010175","Harris"
"2281","n2090331","2090331","Hays"
"2282","n270206","270206","Bell"
"2283","n294186","294186","Bexar"
"2284","n294063","294063","Bexar"
"2285","n292044","292044","Bexar"
"2286","n291083","291083","Bexar"
"2287","n390007","390007","Brazoria"
"2288","n3830001","3830001","Reagan"
"2289","n4010416","4010416","Rusk"
"2290","n4392383","4392383","Tarrant"
"2291","n2510003","2510003","Johnson"
"2292","n2630202","2630202","Kent"
"2293","n2850329","2850329","Lavaca"
"2294","n3290205","3290205","Midland"
"2295","n3390050","3390050","Montgomery"
"2296","n3490305","3490305","Navarro"
"2297","n670017","670017","Cass"
"2298","n850032","850032","Collin"
"2299","n1131744","1131744","Dallas"
"2300","n2010861","2010861","Harris"
"2301","n2150191","2150191","Hidalgo"
"2302","n2150068","2150068","Hidalgo"
"2303","n10020","10020","Anderson"
"2304","n293159","293159","Bexar"
"2305","n4391463","4391463","Tarrant"
"2306","n4630005","4630005","Uvalde"
"2307","n1133305","1133305","Dallas"
"2308","n2010531","2010531","Harris"
"2309","n2150029","2150029","Hidalgo"
"2310","n2190024","2190024","Hockley"
"2311","n2450048","2450048","Jefferson"
"2312","n3090031","3090031","Mclennan"
"2313","n30003","30003","Andrews"
"2314","n294001","294001","Bexar"
"2315","n291021","291021","Bexar"
"2316","n292153","292153","Bexar"
"2317","n37011A","37011A","Bowie"
"2318","n530004","530004","Burnet"
"2319","n3030001","3030001","Lubbock"
"2320","n3210013","3210013","Matagorda"
"2321","n3490108","3490108","Navarro"
"2322","n3630016","3630016","Palo Pinto"
"2323","n4391008","4391008","Tarrant"
"2324","n4393648","4393648","Tarrant"
"2325","n890401","890401","Colorado"
"2326","n1132913","1132913","Dallas"
"2327","n2010676","2010676","Harris"
"2328","n2090120","2090120","Hays"
"2329","n231215B","231215B","Hunt"
"2330","n2570001","2570001","Kaufman"
"2331","n294150","294150","Bexar"
"2332","n293189","293189","Bexar"
"2333","n410101","410101","Brazos"
"2334","n610047","610047","Cameron"
"2335","n850162","850162","Collin"
"2336","n970002","970002","Cooke"
"2337","n5030010","5030010","Young"
"2338","n2450008","2450008","Jefferson"
"2339","n2772A1A","2772A1A","Lamar"
"2340","n3030020","3030020","Lubbock"
"2341","n3450006","3450006","Motley"
"2342","n4530417","4530417","Travis"
"2343","n4910277","4910277","Williamson"
"2344","n1133018","1133018","Dallas"
"2345","n1211029","1211029","Denton"
"2346","n2011154","2011154","Harris"
"2347","n2010657","2010657","Harris"
"2348","n213004W","213004W","Henderson"
"2349","n2230023","2230023","Hopkins"
"2350","n294127","294127","Bexar"
"2351","n292028","292028","Bexar"
"2352","n610024","610024","Cameron"
"2353","n770009","770009","Clay"
"2354","n930001","930001","Comanche"
"2355","n1131140","1131140","Dallas"
"2356","n4650031","4650031","Val Verde"
"2357","n49901-1","49901-1","Wood"
"2358","n3970001","3970001","Rockwall"
"2359","n4394067","4394067","Tarrant"
"2360","n4391273","4391273","Tarrant"
"2361","n4391103","4391103","Tarrant"
"2362","n4394737B","4394737B","Tarrant"
"2363","n4392210","4392210","Tarrant"
"2364","n2030012","2030012","Harrison"
"2365","n2150175","2150175","Hidalgo"
"2366","n2250018","2250018","Houston"
"2367","n2810008","2810008","Lampasas"
"2368","n3370012","3370012","Montague"
"2369","n3690402","3690402","Parmer"
"2370","n292170","292170","Bexar"
"2371","n1134541","1134541","Dallas"
"2372","n1131711","1131711","Dallas"
"2373","n1230102","1230102","Dewitt"
"2374","n1410187","1410187","El Paso"
"2375","n1630009","1630009","Frio"
"2376","n4230021","4230021","Smith"
"2377","n4393728","4393728","Tarrant"
"2378","n4394638","4394638","Tarrant"
"2379","n4392746","4392746","Tarrant"
"2380","n4790177","4790177","Webb"
"2381","n1890408","1890408","Hale"
"2382","n2010942","2010942","Harris"
"2383","n2010279","2010279","Harris"
"2384","n3170003","3170003","Martin"
"2385","n3730014","3730014","Polk"
"2386","n397004C","397004C","Rockwall"
"2387","n130011","130011","Atascosa"
"2388","n270308","270308","Bell"
"2389","n292147","292147","Bexar"
"2390","n293163","293163","Bexar"
"2391","n37006A","37006A","Bowie"
"2392","n850185","850185","Collin"
"2393","n4530342","4530342","Travis"
"2394","n4530165","4530165","Travis"
"2395","n4910207","4910207","Williamson"
"2396","n4910322","4910322","Williamson"
"2397","n2510020","2510020","Johnson"
"2398","n3030047","3030047","Lubbock"
"2399","n3510018","3510018","Newton"
"2400","n3550108","3550108","Nueces"
"2401","n4230044","4230044","Smith"
"2402","n4392656","4392656","Tarrant"
"2403","n1134515","1134515","Dallas"
"2404","n1410161","1410161","El Paso"
"2405","n1610005B","1610005B","Freestone"
"2406","n1670191","1670191","Galveston"
"2407","n2010302","2010302","Harris"
"2408","n2110101","2110101","Hemphill"
"2409","n293022","293022","Bexar"
"2410","n292048","292048","Bexar"
"2411","n390011","390011","Brazoria"
"2412","n1134157","1134157","Dallas"
"2413","n1131303","1131303","Dallas"
"2414","n1133620","1133620","Dallas"
"2415","n3090070","3090070","Mclennan"
"2416","n3330002","3330002","Mills"
"2417","n3670330","3670330","Parker"
"2418","n4410302","4410302","Taylor"
"2419","n467004A","467004A","Van Zandt"
"2420","n4790371","4790371","Webb"
"2421","n1391034","1391034","Ellis"
"2422","n1830014","1830014","Gregg"
"2423","n2010985","2010985","Harris"
"2424","n2010488","2010488","Harris"
"2425","n2010322","2010322","Harris"
"2426","n2530003","2530003","Jones"
"2427","n292070","292070","Bexar"
"2428","n990205","990205","Coryell"
"2429","n1133038","1133038","Dallas"
"2430","n1133940","1133940","Dallas"
"2431","n1133962","1133962","Dallas"
"2432","n1290201","1290201","Donley"
"2433","n4690019","4690019","Victoria"
"2434","n2011134","2011134","Harris"
"2435","n2010962","2010962","Harris"
"2436","n3290407","3290407","Midland"
"2437","n3670130","3670130","Parker"
"2438","n4394195","4394195","Tarrant"
"2439","n4450101","4450101","Terry"
"2440","n1890104","1890104","Hale"
"2441","n2010637","2010637","Harris"
"2442","n2010588","2010588","Harris"
"2443","n2010422","2010422","Harris"
"2444","n2010465","2010465","Harris"
"2445","n2011128","2011128","Harris"
"2446","n90011","90011","Archer"
"2447","n293146","293146","Bexar"
"2448","n610004","610004","Cameron"
"2449","n850205","850205","Collin"
"2450","n1133061","1133061","Dallas"
"2451","n1134005","1134005","Dallas"
"2452","n3030072","3030072","Lubbock"
"2453","n3550128","3550128","Nueces"
"2454","n4391170","4391170","Tarrant"
"2455","n4392031","4392031","Tarrant"
"2456","n4530142","4530142","Travis"
"2457","n4910174","4910174","Williamson"
"2458","n1410018","1410018","El Paso"
"2459","n1810203","1810203","Grayson"
"2460","n2010445","2010445","Harris"
"2461","n2010614","2010614","Harris"
"2462","n2090424","2090424","Hays"
"2463","n2270042","2270042","Howard"
"2464","n50035","50035","Angelina"
"2465","n293122","293122","Bexar"
"2466","n293169","293169","Bexar"
"2467","n292182B","292182B","Bexar"
"2468","n410076","410076","Brazos"
"2469","n470003","470003","Brooks"
"2470","n4530114","4530114","Travis"
"2471","n4790272","4790272","Webb"
"2472","n4910230","4910230","Williamson"
"2473","n2010345","2010345","Harris"
"2474","n2090325","2090325","Hays"
"2475","n2410010","2410010","Jasper"
"2476","n3030040","3030040","Lubbock"
"2477","n3110001","3110001","Mcmullen"
"2478","n3610012","3610012","Orange"
"2479","n850228","850228","Collin"
"2480","n1134114","1134114","Dallas"
"2481","n1391054","1391054","Ellis"
"2482","n1410167","1410167","El Paso"
"2483","n1670166","1670166","Galveston"
"2484","n1810406","1810406","Grayson"
"2485","n50015","50015","Angelina"
"2486","n293183","293183","Bexar"
"2487","n294227","294227","Bexar"
"2488","n291041","291041","Bexar"
"2489","n292127","292127","Bexar"
"2490","n1134052","1134052","Dallas"
"2491","n4510420","4510420","Tom Green"
"2492","n4530411","4530411","Travis"
"2493","n4750002","4750002","Ward"
"2494","n2010651","2010651","Harris"
"2495","n325001C","325001C","Medina"
"2496","n3470021","3470021","Nacogdoches"
"2497","n3610032","3610032","Orange"
"2498","n3930002","3930002","Roberts"
"2499","n4394113","4394113","Tarrant"
"2500","n1211035","1211035","Denton"
"2501","n1330008","1330008","Eastland"
"2502","n1870307","1870307","Guadalupe"
"2503","n2010153","2010153","Harris"
"2504","n2010402","2010402","Harris"
"2505","n2010899","2010899","Harris"
"2506","n294084","294084","Bexar"
"2507","n291146","291146","Bexar"
"2508","n1131147","1131147","Dallas"
"2509","n1133600","1133600","Dallas"
"2510","n1214177","1214177","Denton"
"2511","n1510004","1510004","Fisher"
"2512","n3750321","3750321","Potter"
"2513","n4394565","4394565","Tarrant"
"2514","n4391255","4391255","Tarrant"
"2515","n4391722","4391722","Tarrant"
"2516","n4590011","4590011","Upshur"
"2517","n4930104","4930104","Wilson"
"2518","n1573119","1573119","Fort Bend"
"2519","n2011005","2011005","Harris"
"2520","n2010011","2010011","Harris"
"2521","n2010508","2010508","Harris"
"2522","n2890010","2890010","Leon"
"2523","n3390037","3390037","Montgomery"
"2524","n10005","10005","Anderson"
"2525","n291004","291004","Bexar"
"2526","n37002A","37002A","Bowie"
"2527","n490417","490417","Brown"
"2528","n850036","850036","Collin"
"2529","n910208A","910208A","Comal"
"2530","n2370005","2370005","Jack"
"2531","n2570021","2570021","Kaufman"
"2532","n3490400","3490400","Navarro"
"2533","n3650009","3650009","Panola"
"2534","n4490010","4490010","Titus"
"2535","n4530367","4530367","Travis"
"2536","n1134091","1134091","Dallas"
"2537","n1212072","1212072","Denton"
"2538","n2010116","2010116","Harris"
"2539","n2010365","2010365","Harris"
"2540","n2050401","2050401","Hartley"
"2541","n2150112","2150112","Hidalgo"
"2542","n293128","293128","Bexar"
"2543","n293042","293042","Bexar"
"2544","n410082","410082","Brazos"
"2545","n850099","850099","Collin"
"2546","n1132081","1132081","Dallas"
"2547","n1132305","1132305","Dallas"
"2548","n3030123","3030123","Lubbock"
"2549","n3090051","3090051","Mclennan"
"2550","n4130003","4130003","Schleicher"
"2551","n4393326","4393326","Tarrant"
"2552","n4790460","4790460","Webb"
"2553","n4910122","4910122","Williamson"
"2554","n1410038","1410038","El Paso"
"2555","n1770015","1770015","Gonzales"
"2556","n2010756","2010756","Harris"
"2557","n2010842","2010842","Harris"
"2558","n2150049","2150049","Hidalgo"
"2559","n2450028","2450028","Jefferson"
"2560","n550103","550103","Caldwell"
"2561","n810003","810003","Coke"
"2562","n830004","830004","Coleman"
"2563","n850242","850242","Collin"
"2564","n1430021","1430021","Erath"
"2565","n1430010","1430010","Erath"
"2566","n2310110","2310110","Hunt"
"2567","n2510040","2510040","Johnson"
"2568","n4391066","4391066","Tarrant"
"2569","n4392262","4392262","Tarrant"
"2570","n4392274","4392274","Tarrant"
"2571","n4391079","4391079","Tarrant"
"2572","n1574162","1574162","Fort Bend"
"2573","n1590101","1590101","Franklin"
"2574","n1830008","1830008","Gregg"
"2575","n2150149","2150149","Hidalgo"
"2576","n2150155","2150155","Hidalgo"
"2577","n2310318","2310318","Hunt"
"2578","n294170","294170","Bexar"
"2579","n610067","610067","Cameron"
"2580","n650301","650301","Carson"
"2581","n1131006","1131006","Dallas"
"2582","n1214219","1214219","Denton"
"2583","n1572134","1572134","Fort Bend"
"2584","n3810302","3810302","Randall"
"2585","n4391416","4391416","Tarrant"
"2586","n4394362","4394362","Tarrant"
"2587","n4391564","4391564","Tarrant"
"2588","n1572007","1572007","Fort Bend"
"2589","n1930022","1930022","Hamilton"
"2590","n2011091","2011091","Harris"
"2591","n2150255","2150255","Hidalgo"
"2592","n2210314","2210314","Hood"
"2593","n277001F","277001F","Lamar"
"2594","n270414","270414","Bell"
"2595","n370022","370022","Bowie"
"2596","n490307","490307","Brown"
"2597","n1132611","1132611","Dallas"
"2598","n1131705","1131705","Dallas"
"2599","n1350405","1350405","Ector"
"2600","n4490004","4490004","Titus"
"2601","n4790227","4790227","Webb"
"2602","n4910379","4910379","Williamson"
"2603","n2150106","2150106","Hidalgo"
"2604","n2570027","2570027","Kaufman"
"2605","n2970002","2970002","Live Oak"
"2606","n3650019","3650019","Panola"
"2607","n397003BB","397003BB","Rockwall"
"2608","n4393759","4393759","Tarrant"
"2609","n1410181","1410181","El Paso"
"2610","n1870129","1870129","Guadalupe"
"2611","n2010110","2010110","Harris"
"2612","n2010948","2010948","Harris"
"2613","n2010359","2010359","Harris"
"2614","n2030026","2030026","Harrison"
"2615","n211003","211003","Bastrop"
"2616","n293085","293085","Bexar"
"2617","n410039","410039","Brazos"
"2618","n850142","850142","Collin"
"2619","n1134613","1134613","Dallas"
"2620","n1132126","1132126","Dallas"
"2621","n3090008","3090008","Mclennan"
"2622","n3550066","3550066","Nueces"
"2623","n4230001","4230001","Smith"
"2624","n4393114","4393114","Tarrant"
"2625","n4530227","4530227","Travis"
"2626","n4850305","4850305","Wichita"
"2627","n1410081","1410081","El Paso"
"2628","n1690002","1690002","Garza"
"2629","n2010259","2010259","Harris"
"2630","n2010799","2010799","Harris"
"2631","n2150006","2150006","Hidalgo"
"2632","n2450071","2450071","Jefferson"
"2633","n294067","294067","Bexar"
"2634","n292133","292133","Bexar"
"2635","n410019","410019","Brazos"
"2636","n67013T","67013T","Cass"
"2637","n850245","850245","Collin"
"2638","n11330A6","11330A6","Dallas"
"2639","n4890003","4890003","Willacy"
"2640","n2450091","2450091","Jefferson"
"2641","n2910019","2910019","Liberty"
"2642","n323003C","323003C","Maverick"
"2643","n3530009","3530009","Nolan"
"2644","n4510435","4510435","Tom Green"
"2645","n4570011","4570011","Tyler"
"2646","n1134630","1134630","Dallas"
"2647","n1131748","1131748","Dallas"
"2648","n2010574","2010574","Harris"
"2649","n2010905","2010905","Harris"
"2650","n2090219","2090219","Hays"
"2651","n2150235","2150235","Hidalgo"
"2652","n410042","410042","Brazos"
"2653","n710014","710014","Chambers"
"2654","n910102","910102","Comal"
"2655","n1132021","1132021","Dallas"
"2656","n1134661","1134661","Dallas"
"2657","n11331A4","11331A4","Dallas"
"2658","n2010551","2010551","Harris"
"2659","n2090113","2090113","Hays"
"2660","n2150212","2150212","Hidalgo"
"2661","n2450068","2450068","Jefferson"
"2662","n2890004","2890004","Leon"
"2663","n1350208","1350208","Ector"
"2664","n1430047","1430047","Erath"
"2665","n1670363","1670363","Galveston"
"2666","n1870220","1870220","Guadalupe"
"2667","n2010219","2010219","Harris"
"2668","n2010882","2010882","Harris"
"2669","n214023","214023","Bastrop"
"2670","n294021","294021","Bexar"
"2671","n292087","292087","Bexar"
"2672","n390051","390051","Brazoria"
"2673","n610084","610084","Cameron"
"2674","n2510007","2510007","Johnson"
"2675","n4392403","4392403","Tarrant"
"2676","n2970008","2970008","Live Oak"
"2677","n3290210","3290210","Midland"
"2678","n3550046","3550046","Nueces"
"2679","n3830004","3830004","Reagan"
"2680","n4310004","4310004","Sterling"
"2681","n4394243","4394243","Tarrant"
"2682","n270103","270103","Bell"
"2683","n294044","294044","Bexar"
"2684","n292110","292110","Bexar"
"2685","n390074","390074","Brazoria"
"2686","n650102","650102","Carson"
"2687","n850222","850222","Collin"
"2688","n3550023","3550023","Nueces"
"2689","n10019","10019","Anderson"
"2690","n294202","294202","Bexar"
"2691","n510305","510305","Burleson"
"2692","n1211010","1211010","Denton"
"2693","n1212093","1212093","Denton"
"2694","n1391012","1391012","Ellis"
